text,target
របាយការណ៍នឹងបង្ហាញក្នុងកិច្ចប្រជុំអាស៊ាន,Neutral
កំពុងប្រមូលផលជាបន្តបន្ទាប់,Neutral
ភាពយន្តនេះធុញទ្រាន់។,Negative
Startup ផ្នែកកសិកម្មកំពុងកើនឡើង,Positive
ទូរស័ព្ទថ្មីនេះមានបញ្ហាច្រើន ប្រើការមិនបានល្អ,Negative
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ហេតុការណ៍កើតឡើងនៅក្រុងកែប,Neutral
សំណួរពាក់ព័ន្ធនឹងអនាគតអាស៊ាន,Neutral
រោងចក្រជាច្រើនបានចូលរួម,Neutral
បុគ្គលិកមានការរួសរាយរាក់ទាក់ល្អ,Positive
ក្រសួងនឹងចាត់វិធានការបើតម្លៃជ្រូកឡើងខ្ពស់ពេក,Neutral
ការទទួលបានគោលការណ៍វិនិយោគគឺជាចំណុចចាប់ផ្តើម,Neutral
ដំណើរទស្សនកិច្ចធ្វើឡើងចាប់ពីថ្ងៃទី១៨ដល់២៣ធ្នូ,Neutral
ហាងកាហ្វេមិនត្រូវបានចាត់ជា Startup,Neutral
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ក្រសួងនឹងចាត់វិធានការបើតម្លៃជ្រូកឡើងខ្ពស់ពេក,Neutral
ការរកត្រីឆ្នាំនេះមានលទ្ធផលល្អ,Positive
ទិន្នផលស្វាយចន្ទីរហូតដល់៩៥ម៉ឺនតោនក្នុងមួយឆ្នាំ,Neutral
កម្មវិធីទូរទស្សន៍នេះមានខ្លឹមសារល្អ ពិសេសណាស់,Positive
បទថ្មីនេះមានទាស់។,Positive
វិស័យចិញ្ចឹមជ្រូកមានស្ថេរភាព,Positive
ចំណាយដើមទុនត្រឹម៣០ម៉ឺនរៀល,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
សេវាកម្មអ៊ីនធឺណិតដំណើរការមិនល្អ ភ្ជាប់ដាច់ៗ,Negative
វិនិយោគជួយលើកស្ទួយជីវភាពប្រជាពលរដ្ឋ,Positive
ការលក់អនឡាញជួយកាត់បន្ថយការខាតបង់,Positive
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
ចេកប្រើសម្រាប់សែនព្រេន,Neutral
ការចរចាជាក្រុមមិនមែនងាយស្រួល,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ទូរស័ព្ទថ្មីនេះប្រើប្រាស់ងាយស្រួល ថ្មល្អ កាមេរ៉ាច្បាស់,Positive
សកម្មភាពនេះមានគុណតម្លៃមហាសាល,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ផ្ទៃដីដាំដូងនៅកម្ពុជាមានជាង១ម៉ឺនហិកតា,Neutral
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
ប្រាសាទបុរាណត្រូវបានខូចខាត,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ខ្ញុំបានទទួលទំនិញយ៉ាងឆាប់រហ័ស។,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
រដ្ឋាភិបាលត្រៀមវិធានការឆ្លើយតប,Neutral
ហេតុការណ៍កើតឡើងនៅក្រុងកែប,Neutral
គ្រួសារអ្នកស្រីពុតសុជារស់នៅភូមិត្រពាំងសង្កែឃុំស្រឡប់ស្រុកត្បូងឃ្មុំខេត្តត្បូងឃ្មុំ,Neutral
កសិករនៅខេត្តបាត់ដំបងដាំក្រូចពោធិ៍សាត់ច្រើន,Positive
អតិថិជនចូលចិត្តសួររកក្រូចនេះ,Positive
ក្រុមជនសង្ស័យប៉ងប្លន់យកម៉ូតូ,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
ប្រជាជនគាំទ្រផលិតក្នុងស្រុក,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ថ្នាក់ដឹកនាំនិងកីឡាករធ្វើដំណើរទៅថៃ,Neutral
ពលរដ្ឋ៣ភូមិក្នុងស្រុកត្រាំកក់ទទួលបានផ្លូវបេតុងមួយខ្សែដើម្បីសម្រួលដល់ការធ្វើដំណើរ:://,Positive
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
ភាពយន្តនេះធុញទ្រាន់។,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
​វា​ហាក់​ដូចជា​ហត់នឿយ​ពេក​ហើយ,Negative
ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive
គោលបំណងដើម្បីសម្របសម្រួលជម្លោះព្រំដែន,Neutral
កីឡាករទាំងនេះមកពីសមាគមនិងក្លិបចំនួន២៣,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ការបំពានបទឈប់បាញ់អាចបង្កវិបត្តិ,Negative
ផ្លូវបេតុងនេះមានប្រវែងជាង១៦០០ម៉ែត្រ,Neutral
ម៉ាឡេស៊ីស្នើបទឈប់បាញ់,Positive
ឈ្មួញកណ្តាលមកទិញដល់ចម្ការ,Positive
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ខ្ទឹមមានអំណោយផលល្អដូចឆ្នាំកន្លងទៅ,Positive
អគ្គិភ័យបណ្ដាលមកពីឆ្លងចរន្តអគ្គិសនី,Neutral
សង្គមបច្ចុប្បន្នត្រូវការអ្នកមានជំនាញ,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
អារម្មណ៍ពេលមានមនុស្សទី3,Negative
មនុស្សសម័យនេះប្រែប្រួលអស់ហើយ ព្រមទាំងមនុស្សខ្ញុំស្រលាញ់,Negative
នគរបាលបានចុះស្រាវជ្រាវភ្លាមៗ,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
ការរក្សាស្ថេរភាពតម្លៃមានសារៈសំខាន់,Positive
ការមិនគោរពច្បាប់ចរាចរណ៍ជាមូលហេតុសំខាន់,Negative
អាជ្ញាធរប្រមូលជនអនាថាបាន៣២នាក់,Neutral
ទីផ្សារក្រូចបាណន់ធ្លាក់ចុះ,Negative
ព្រៃត្រូវបានកាប់រានបាត់ធនធានធម្មជាតិ,Negative
មន្ត្រីជំនាញកំពុងអន្តរាគមន៍ពន្លត់ភ្លើង,Positive
ភ្ញៀវមួយចំនួននៅតែមានទំនុកចិត្តលើសុវត្ថិភាព,Positive
